Category,Artist,Title,Year,Image URL,Painting Info URL,file name,path
High Renaissance,Giovanni Bellini,Naked young woman in front of the mirror,1515,https://use2-uploads0.wikiart.org/images/giovanni-bellini/naked-young-woman-in-front-of-the-mirror.jpg,https://www.wikiart.org/en/giovanni-bellini/naked-young-woman-in-front-of-the-mirror-1515-1,naked-young-woman-in-front-of-the-mirror.jpg,/high_renaissance/naked-young-woman-in-front-of-the-mirror.jpg
Surrealism,Hans Bellmer,The Machine-Gunneress in a State of Grace,1937,https://use2-uploads2.wikiart.org/images/hans-bellmer/the-machine-gunneress-in-a-state-of-grace-1937.jpg,https://www.wikiart.org/en/hans-bellmer/the-machine-gunneress-in-a-state-of-grace-1937,the-machine-gunneress-in-a-state-of-grace-1937.jpg,/surrealism/the-machine-gunneress-in-a-state-of-grace-1937.jpg
Post-Impressionism,Meijer de Haan,Still life with a profile of Mimi,1890,https://use2-uploads5.wikiart.org/images/meijer-de-haan/still-life-with-a-profile-of-mimi-1890.jpg,https://www.wikiart.org/en/meijer-de-haan/still-life-with-a-profile-of-mimi-1890,still-life-with-a-profile-of-mimi-1890.jpg,/post_impressionism/still-life-with-a-profile-of-mimi-1890.jpg
Rococo,Richard Wilson,A View of the Tiber with Rome in the Distance,1775,https://use2-uploads8.wikiart.org/images/richard-wilson/a-view-of-the-tiber-with-rome-in-the-distance-1775.jpg,https://www.wikiart.org/en/richard-wilson/a-view-of-the-tiber-with-rome-in-the-distance-1775,a-view-of-the-tiber-with-rome-in-the-distance-1775.jpg,/rococo/a-view-of-the-tiber-with-rome-in-the-distance-1775.jpg
Abstract Art,Wladyslaw Strzeminski,Powidok słońca,1949,https://use2-uploads2.wikiart.org/images/wladyslaw-strzeminski/powidok-s-o-ca-1949.jpg,https://www.wikiart.org/en/wladyslaw-strzeminski/powidok-s-o-ca-1949,powidok-s-o-ca-1949.jpg,/abstract_art/powidok-s-o-ca-1949.jpg
Baroque,Caravaggio,Young Sick Bacchus,1593,https://use2-uploads2.wikiart.org/images/caravaggio/young-sick-bacchus(1).jpg,https://www.wikiart.org/en/caravaggio/young-sick-bacchus,young-sick-bacchus(1).jpg,/baroque/young-sick-bacchus(1).jpg
Expressionism,Wojciech Weiss,Radiant Sunset,1902,https://use2-uploads4.wikiart.org/00145/images/wojciech-weiss/radiant-sunset-1902.jpg,https://www.wikiart.org/en/wojciech-weiss/radiant-sunset-1902,radiant-sunset-1902.jpg,/expressionism/radiant-sunset-1902.jpg
Abstract Art,Paul Klee,Highway and byways,1929,https://use2-uploads6.wikiart.org/images/paul-klee/highway-and-byways-1929(1).jpg,https://www.wikiart.org/en/paul-klee/highway-and-byways-1929,highway-and-byways-1929(1).jpg,/abstract_art/highway-and-byways-1929(1).jpg
Pop Art,Eduardo Paolozzi,Meet the People,1948,https://use2-uploads7.wikiart.org/images/eduardo-paolozzi/meet-the-people-1948.jpg,https://www.wikiart.org/en/eduardo-paolozzi/meet-the-people-1948,meet-the-people-1948.jpg,/pop_art/meet-the-people-1948.jpg
Surrealism,Edward Wadsworth,Seaport,1923,https://use2-uploads8.wikiart.org/images/edward-wadsworth/seaport-1923.jpg,https://www.wikiart.org/en/edward-wadsworth/seaport-1923,seaport-1923.jpg,/surrealism/seaport-1923.jpg
Realism,Briton Riviere,The Long Sleep,1868,https://use2-uploads4.wikiart.org/images/briton-riviere/the-long-sleep-1868.jpg,https://www.wikiart.org/en/briton-riviere/the-long-sleep-1868,the-long-sleep-1868.jpg,/realism/the-long-sleep-1868.jpg
Baroque,Anthony van Dyck,Samson and Delilah,1620,https://use2-uploads1.wikiart.org/images/anthony-van-dyck/samson-and-delilah-1620.jpg,https://www.wikiart.org/en/anthony-van-dyck/samson-and-delilah-1620,samson-and-delilah-1620.jpg,/baroque/samson-and-delilah-1620.jpg
Cubism,M. H. Maxy,Electric Madonna,1926,https://use2-uploads7.wikiart.org/images/max-herman-maxy/electric-madonna-1926.jpg,https://www.wikiart.org/en/m-h-maxy/electric-madonna-1926,electric-madonna-1926.jpg,/cubism/electric-madonna-1926.jpg
Expressionism,Gabriele Munter,Portrait Of Wassily Kandinsky,1906,https://use2-uploads2.wikiart.org/images/gabriele-munter/portrait-of-wassily-kandinsky-1906.jpg,https://www.wikiart.org/en/gabriele-munter/portrait-of-wassily-kandinsky-1906,portrait-of-wassily-kandinsky-1906.jpg,/expressionism/portrait-of-wassily-kandinsky-1906.jpg
Neo-Expressionism,Georg Baselitz,Dresdner Frauen-Karla,1990,https://use2-uploads2.wikiart.org/images/georg-baselitz/dresdner-frauen-karla-1990.jpg,https://www.wikiart.org/en/georg-baselitz/dresdner-frauen-karla-1990,dresdner-frauen-karla-1990.jpg,/neo_expressionism/dresdner-frauen-karla-1990.jpg
"Abstract Art,Cubism",Willi Baumeister,Chess Players III,1924,https://use2-uploads0.wikiart.org/images/willi-baumeister/chess-players-iii-1924.jpg,https://www.wikiart.org/en/willi-baumeister/chess-players-iii-1924,chess-players-iii-1924.jpg,/abstract_art/chess-players-iii-1924.jpg
Magic Realism,Pierre Roy,A Naturalist&#39;s Study,1928,https://use2-uploads6.wikiart.org/images/pierre-roy/a-naturalist-s-study-1928.jpg,https://www.wikiart.org/en/pierre-roy/a-naturalist-s-study-1928,a-naturalist-s-study-1928.jpg,/magic_realism/a-naturalist-s-study-1928.jpg
Neo-Expressionism,Romare Bearden,Carolina Morning,1974,https://use2-uploads6.wikiart.org/images/romare-bearden/carolina-morning-1974.jpg,https://www.wikiart.org/en/romare-bearden/carolina-morning-1974,carolina-morning-1974.jpg,/neo_expressionism/carolina-morning-1974.jpg
Rococo,Bernardo Bellotto,"The Ruins of the old Kreuzkirche, Dresden",1765,https://use2-uploads6.wikiart.org/images/bernardo-bellotto/the-ruins-of-the-old-kreuzkirche-dresden-1765.jpg,https://www.wikiart.org/en/bernardo-bellotto/the-ruins-of-the-old-kreuzkirche-dresden-1765,the-ruins-of-the-old-kreuzkirche-dresden-1765.jpg,/rococo/the-ruins-of-the-old-kreuzkirche-dresden-1765.jpg
Rococo,Giovanni Domenico Tiepolo,"Peasant Family at Table, from the Room of Rustic Scenes, in the Foresteria (Guesthouse)",1757,https://use2-uploads3.wikiart.org/images/giovanni-domenico-tiepolo/peasant-family-at-table-from-the-room-of-rustic-scenes-in-the-foresteria-guesthouse-1757.jpg,https://www.wikiart.org/en/giovanni-domenico-tiepolo/peasant-family-at-table-from-the-room-of-rustic-scenes-in-the-foresteria-guesthouse-1757,peasant-family-at-table-from-the-room-of-rustic-scenes-in-the-foresteria-guesthouse-1757.jpg,/rococo/peasant-family-at-table-from-the-room-of-rustic-scenes-in-the-foresteria-guesthouse-1757.jpg
Abstract Expressionism,David Smith,Hudson River Landscape,1951,https://use2-uploads0.wikiart.org/images/david-smith/hudson-river-landscape-1951.jpg,https://www.wikiart.org/en/david-smith/hudson-river-landscape-1951,hudson-river-landscape-1951.jpg,/abstract_expressionism/hudson-river-landscape-1951.jpg
Cubism,Paul Klee,Senecio,1922,https://use2-uploads4.wikiart.org/images/paul-klee/senecio-1922(1).jpg,https://www.wikiart.org/en/paul-klee/senecio-1922,senecio-1922(1).jpg,/cubism/senecio-1922(1).jpg
Post-Impressionism,Medardo Rosso,Carne altrui,1883,https://use2-uploads1.wikiart.org/images/medardo-rosso/carne-altrui-1883.jpg,https://www.wikiart.org/en/medardo-rosso/carne-altrui-1883,carne-altrui-1883.jpg,/post_impressionism/carne-altrui-1883.jpg
Baroque,Guido Reni,The Archangel Michael defeating Satan,1635,https://use2-uploads5.wikiart.org/images/guido-reni/the-archangel-michael-defeating-satan-1635.jpg,https://www.wikiart.org/en/guido-reni/the-archangel-michael-defeating-satan-1635,the-archangel-michael-defeating-satan-1635.jpg,/baroque/the-archangel-michael-defeating-satan-1635.jpg
Expressionism,Richard Gerstl,Schonberg Family,1908,https://use2-uploads4.wikiart.org/images/richard-gerstl/schonberg-family(1).jpg,https://www.wikiart.org/en/richard-gerstl/schonberg-family,schonberg-family(1).jpg,/expressionism/schonberg-family(1).jpg
Realism,Fyodor Vasilyev,After a Rain. Country Road,1867-1869,https://use2-uploads7.wikiart.org/images/fyodor-vasilyev/after-a-rain-country-road-1869.jpg,https://www.wikiart.org/en/fyodor-vasilyev/after-a-rain-country-road-1869,after-a-rain-country-road-1869.jpg,/realism/after-a-rain-country-road-1869.jpg
Cubism,Marc Chagall,Over the town,1918,https://use2-uploads1.wikiart.org/images/marc-chagall/over-the-town-1918.jpg,https://www.wikiart.org/en/marc-chagall/over-the-town-1918,over-the-town-1918.jpg,/cubism/over-the-town-1918.jpg
Expressionism,Oskar Kokoschka,Bride of the Wind,1914,https://use2-uploads8.wikiart.org/images/oskar-kokoschka/bride-of-the-wind-1914.jpg,https://www.wikiart.org/en/oskar-kokoschka/bride-of-the-wind-1914,bride-of-the-wind-1914.jpg,/expressionism/bride-of-the-wind-1914.jpg
Neoclassicism,John Gibson,Narcissus,1829,https://use2-uploads5.wikiart.org/images/john-gibson/narcissus-1829.jpg,https://www.wikiart.org/en/john-gibson/narcissus-1829,narcissus-1829.jpg,/neoclassicism/narcissus-1829.jpg
High Renaissance,Giovanni Antonio Boltraffio,Portrait of Gerolamo Casio,1495,https://use2-uploads2.wikiart.org/images/giovanni-antonio-boltraffio/portrait-of-gerolamo-casio-1495.jpg,https://www.wikiart.org/en/giovanni-antonio-boltraffio/portrait-of-gerolamo-casio-1495,portrait-of-gerolamo-casio-1495.jpg,/high_renaissance/portrait-of-gerolamo-casio-1495.jpg
"Cubism,Surrealism",Joan Miro,The Ear of Grain,1922-1923,https://use2-uploads0.wikiart.org/images/joan-miro/the-ear-of-corn-1923.jpg,https://www.wikiart.org/en/joan-miro/the-ear-of-corn-1923,the-ear-of-corn-1923.jpg,/cubism/the-ear-of-corn-1923.jpg
Pop Art,Richard Smith,PM Zoom,1963,https://use2-uploads5.wikiart.org/images/richard-smith/pm-zoom-1963.jpg,https://www.wikiart.org/en/richard-smith/pm-zoom-1963,pm-zoom-1963.jpg,/pop_art/pm-zoom-1963.jpg
High Renaissance,Andrea Solario,Man with a Pink Carnation,1495,https://use2-uploads1.wikiart.org/images/andrea-solario/man-with-a-pink-carnation.jpg,https://www.wikiart.org/en/andrea-solario/man-with-a-pink-carnation,man-with-a-pink-carnation.jpg,/high_renaissance/man-with-a-pink-carnation.jpg
Color Field Painting,Karl Benjamin,#14,1965,https://use2-uploads0.wikiart.org/images/karl-benjamin/14-1965.jpg,https://www.wikiart.org/en/karl-benjamin/14-1965,14-1965.jpg,/color_field_painting/14-1965.jpg
Abstract Expressionism,Louis Schanker,Carnival,1948,https://use2-uploads7.wikiart.org/images/louis-schanker/carnival-1948.jpg,https://www.wikiart.org/en/louis-schanker/carnival-1948,carnival-1948.jpg,/abstract_expressionism/carnival-1948.jpg
Realism,Gustave Courbet,A Burial at Ornans,1849-1850,https://use2-uploads7.wikiart.org/images/gustave-courbet/burial-at-ornans-1849.jpg,https://www.wikiart.org/en/gustave-courbet/a-burial-at-ornans-1850-1,burial-at-ornans-1849.jpg,/realism/burial-at-ornans-1849.jpg
Surrealism,Xul Solar,Palacios en Br&#237;a,1932,https://use2-uploads1.wikiart.org/images/xul-solar/palacios-en-br-a-1932.jpg,https://www.wikiart.org/en/xul-solar/palacios-en-br-a-1932,palacios-en-br-a-1932.jpg,/surrealism/palacios-en-br-a-1932.jpg
Northern Renaissance,Jan van Eyck,The Arnolfini Wedding. The Portrait of Giovanni Arnolfini and his Wife Giovanna Cenami (The Arnolfini Marriage),1434,https://use2-uploads5.wikiart.org/images/jan-van-eyck/the-arnolfini-wedding-the-portrait-of-giovanni-arnolfini-and-his-wife-giovanna-cenami-the-1434.jpg,https://www.wikiart.org/en/jan-van-eyck/the-arnolfini-wedding-the-portrait-of-giovanni-arnolfini-and-his-wife-giovanna-cenami-the-1434,the-arnolfini-wedding-the-portrait-of-giovanni-arnolfini-and-his-wife-giovanna-cenami-the-1434.jpg,/northern_renaissance/the-arnolfini-wedding-the-portrait-of-giovanni-arnolfini-and-his-wife-giovanna-cenami-the-1434.jpg
Neoclassicism,Ary Scheffer,Francesca Da Rimini,1835,https://use2-uploads8.wikiart.org/00151/images/ary-scheffer/francesca-da-rimini-1835.jpg,https://www.wikiart.org/en/ary-scheffer/francesca-da-rimini-1835,francesca-da-rimini-1835.jpg,/neoclassicism/francesca-da-rimini-1835.jpg
Color Field Painting,Paul Feeley,Germanicus,1960,https://use2-uploads6.wikiart.org/images/paul-feeley/germanicus-1960.jpg,https://www.wikiart.org/en/paul-feeley/germanicus-1960,germanicus-1960.jpg,/color_field_painting/germanicus-1960.jpg
Magic Realism,Charles Blackman,Flowers turning into the moon,XX cent.,https://use2-uploads7.wikiart.org/images/charles-blackman/flowers-turning-into-the-moon.jpg,https://www.wikiart.org/en/charles-blackman/flowers-turning-into-the-moon,flowers-turning-into-the-moon.jpg,/magic_realism/flowers-turning-into-the-moon.jpg
Neoclassicism,Ary Scheffer,Julie Salis Schwabe,1850,https://use2-uploads8.wikiart.org/00151/images/ary-scheffer/julie-salis-schwabe-1850.jpg,https://www.wikiart.org/en/ary-scheffer/julie-salis-schwabe-1850,julie-salis-schwabe-1850.jpg,/neoclassicism/julie-salis-schwabe-1850.jpg
Abstract Expressionism,Henri Matisse,Icarus,1943-1944,https://use2-uploads4.wikiart.org/images/henri-matisse/icarus-1944.jpg,https://www.wikiart.org/en/henri-matisse/icarus-1944,icarus-1944.jpg,/abstract_expressionism/icarus-1944.jpg
Expressionism,Max Kurzweil,Despair,XIX-XX cent.,https://use2-uploads2.wikiart.org/images/max-kurzweil/despair(1).jpg,https://www.wikiart.org/en/max-kurzweil/despair,despair(1).jpg,/expressionism/despair(1).jpg
Neo-Expressionism,Julio Pomar,Kuka-Huka II,1989,https://use2-uploads8.wikiart.org/images/julio-pomar/kuka-huka-ii-1989.jpg,https://www.wikiart.org/en/julio-pomar/kuka-huka-ii-1989,kuka-huka-ii-1989.jpg,/neo_expressionism/kuka-huka-ii-1989.jpg
Surrealism,Jean Hugo,Les plaisirs de la plage,1928,https://use2-uploads0.wikiart.org/images/jean-hugo/les-plaisirs-de-la-plage-1928.jpg,https://www.wikiart.org/en/jean-hugo/les-plaisirs-de-la-plage-1928,les-plaisirs-de-la-plage-1928.jpg,/surrealism/les-plaisirs-de-la-plage-1928.jpg
Neo-Expressionism,Wanda Koop,"Untitled, from Sightlines",2000,https://use2-uploads1.wikiart.org/images/wanda-koop/untitled-from-sightlines-2000.jpg,https://www.wikiart.org/en/wanda-koop/untitled-from-sightlines-2000,untitled-from-sightlines-2000.jpg,/neo_expressionism/untitled-from-sightlines-2000.jpg
Neo-Expressionism,Betty Goodwin,Vest No. 1,1969,https://use2-uploads7.wikiart.org/images/betty-goodwin/vest-no-1-1969.jpg,https://www.wikiart.org/en/betty-goodwin/vest-no-1-1969,vest-no-1-1969.jpg,/neo_expressionism/vest-no-1-1969.jpg
Neoclassicism,Fyodor Alekseyev,"November 7, 1824 in the square in front of the Bolshoi Theatre",1824,https://use2-uploads2.wikiart.org/images/fyodor-alekseyev/november-7-1824-in-the-square-in-front-of-the-bolshoi-theatre-1824(1).jpg,https://www.wikiart.org/en/fyodor-alekseyev/november-7-1824-in-the-square-in-front-of-the-bolshoi-theatre-1824,november-7-1824-in-the-square-in-front-of-the-bolshoi-theatre-1824(1).jpg,/neoclassicism/november-7-1824-in-the-square-in-front-of-the-bolshoi-theatre-1824(1).jpg
Northern Renaissance,Lucas Cranach the Elder,Stag Hunt of Elector Friedrich III the Wise,1529,https://use2-uploads6.wikiart.org/images/lucas-cranach-the-elder/stag-hunt-of-elector-friedrich-iii-the-wise-1529.jpg,https://www.wikiart.org/en/lucas-cranach-the-elder/stag-hunt-of-elector-friedrich-iii-the-wise-1529,stag-hunt-of-elector-friedrich-iii-the-wise-1529.jpg,/northern_renaissance/stag-hunt-of-elector-friedrich-iii-the-wise-1529.jpg
Expressionism,Max Pechstein,Girl on a Green Sofa with a Cat,1910,https://use2-uploads2.wikiart.org/images/max-pechstein/girl-on-a-green-sofa-with-a-cat-1910.jpg,https://www.wikiart.org/en/max-pechstein/girl-on-a-green-sofa-with-a-cat-1910,girl-on-a-green-sofa-with-a-cat-1910.jpg,/expressionism/girl-on-a-green-sofa-with-a-cat-1910.jpg
Art Informel,Akira Kanayama,Work,1957,https://use2-uploads5.wikiart.org/images/akira-kanayama/work-1957-1.jpg,https://www.wikiart.org/en/akira-kanayama/work-1957-1,work-1957-1.jpg,/art_informel/work-1957-1.jpg
Pop Art,Rosalyn Drexler,Self-Portrait,1964,https://use2-uploads4.wikiart.org/images/rosalyn-drexler/self-portrait-1964.jpg,https://www.wikiart.org/en/rosalyn-drexler/self-portrait-1964,self-portrait-1964.jpg,/pop_art/self-portrait-1964.jpg
Art Informel,Zao Wou-Ki,Flora and Fauna,1951,https://use2-uploads1.wikiart.org/images/zao-wou-ki/flora-and-fauna-1951.jpg,https://www.wikiart.org/en/zao-wou-ki/flora-and-fauna-1951,flora-and-fauna-1951.jpg,/art_informel/flora-and-fauna-1951.jpg
Pop Art,Eduardo Arroyo,"Velazquez, mon p&#232;re",1964,https://use2-uploads8.wikiart.org/images/eduardo-arroyo/velasquez-mon-p-re-1964.jpg,https://www.wikiart.org/en/eduardo-arroyo/velasquez-mon-p-re-1964,velasquez-mon-p-re-1964.jpg,/pop_art/velasquez-mon-p-re-1964.jpg
Color Field Painting,Paul Reed,#17DR,1965,https://use2-uploads7.wikiart.org/images/paul-reed/17dr-1965.jpg,https://www.wikiart.org/en/paul-reed/17dr-1965,17dr-1965.jpg,/color_field_painting/17dr-1965.jpg
Baroque,Otto van Veen,Batavians Defeating Romans on the Rhine,1613,https://use2-uploads7.wikiart.org/00115/images/otto-van-veen/batavians-defeating-romans-on-the-rhine-1613.jpg,https://www.wikiart.org/en/otto-van-veen/batavians-defeating-romans-on-the-rhine-1613,batavians-defeating-romans-on-the-rhine-1613.jpg,/baroque/batavians-defeating-romans-on-the-rhine-1613.jpg
Post-Impressionism,Stefan Luchian,Lakeshore Grove,1898,https://use2-uploads5.wikiart.org/images/stefan-luchian/lakeshore-grove-1898.jpg,https://www.wikiart.org/en/stefan-luchian/lakeshore-grove-1898,lakeshore-grove-1898.jpg,/post_impressionism/lakeshore-grove-1898.jpg
Abstract Art,Julius Evola,"Paesaggio interiore, apertura del diaframma",1921,https://use2-uploads3.wikiart.org/images/julius-evola/paesaggio-interiore-apertura-del-diaframma-1921.jpg,https://www.wikiart.org/en/julius-evola/paesaggio-interiore-apertura-del-diaframma-1921,paesaggio-interiore-apertura-del-diaframma-1921.jpg,/abstract_art/paesaggio-interiore-apertura-del-diaframma-1921.jpg
Post-Impressionism,Henri Le Fauconnier,Ploumanac&#39;h,1908,https://use2-uploads6.wikiart.org/images/henri-le-fauconnier/ploumanac-h-1908.jpg,https://www.wikiart.org/en/henri-le-fauconnier/ploumanac-h-1908,ploumanac-h-1908.jpg,/post_impressionism/ploumanac-h-1908.jpg
Surrealism,Hans Bellmer,Plate from La Poup&#233;e,1936,https://use2-uploads2.wikiart.org/images/hans-bellmer/plate-from-la-poup-e-1936(6).jpg,https://www.wikiart.org/en/hans-bellmer/plate-from-la-poup-e-1936-6,plate-from-la-poup-e-1936(6).jpg,/surrealism/plate-from-la-poup-e-1936(6).jpg
Realism,Jean-Francois Millet,The Wood Sawyers,1850-1852,https://use2-uploads3.wikiart.org/images/jean-francois-millet/the-wood-sawyers-1852.jpg,https://www.wikiart.org/en/jean-francois-millet/the-wood-sawyers-1852,the-wood-sawyers-1852.jpg,/realism/the-wood-sawyers-1852.jpg
Magic Realism,Carlos Orozco Romero,The Eclipse,1952,https://use2-uploads7.wikiart.org/images/carlos-orozco-romero/the-eclipse-1952.jpg,https://www.wikiart.org/en/carlos-orozco-romero/the-eclipse-1952,the-eclipse-1952.jpg,/magic_realism/the-eclipse-1952.jpg
Minimalism,Rodolfo Arico,Untitled,1966,https://use2-uploads8.wikiart.org/images/rodolfo-arico/untitled-1966-1.jpg,https://www.wikiart.org/en/rodolfo-arico/untitled-1966-1,untitled-1966-1.jpg,/minimalism/untitled-1966-1.jpg
Rococo,George Romney,Ann Verelst (1751–1823),1772,https://use2-uploads1.wikiart.org/images/george-romney/ann-verelst-1751-1823-1772.jpg,https://www.wikiart.org/en/george-romney/ann-verelst-1751-1823-1772,ann-verelst-1751-1823-1772.jpg,/rococo/ann-verelst-1751-1823-1772.jpg
